"Fayette County, Iowa","20,343"
"Floyd County, Iowa","16,077"
"Franklin County, Iowa","10,436"
"Fremont County, Iowa","7,022"
"Greene County, Iowa","9,200"
"Grundy County, Iowa","12,375"
"Guthrie County, Iowa","10,722"
"Hamilton County, Iowa","15,117"
"Hancock County, Iowa","11,027"
"Hardin County, Iowa","17,311"
"Harrison County, Iowa","14,324"
"Henry County, Iowa","20,217"
"Howard County, Iowa","9,449"
"Humboldt County, Iowa","9,640"
"Ida County, Iowa","7,042"
"Iowa County, Iowa","16,375"
"Jackson County, Iowa","19,482"
"Jasper County, Iowa","36,872"
"Jefferson County, Iowa","17,325"
"Johnson County, Iowa","142,287"
"Jones County, Iowa","20,454"
"Keokuk County, Iowa","10,231"
"Kossuth County, Iowa","15,222"
"Lee County, Iowa","35,286"
"Linn County, Iowa","217,751"
"Louisa County, Iowa","11,161"
"Lucas County, Iowa","8,701"
"Lyon County, Iowa","11,683"
"Madison County, Iowa","15,609"
"Mahaska County, Iowa","22,370"
"Marion County, Iowa","33,365"
"Marshall County, Iowa","40,866"
"Mills County, Iowa","14,831"
"Mitchell County, Iowa","10,779"
"Monona County, Iowa","8,996"
"Monroe County, Iowa","8,001"
"Montgomery County, Iowa","10,421"
"Muscatine County, Iowa","42,903"
"O'Brien County, Iowa","14,056"
"Osceola County, Iowa","6,218"
"Page County, Iowa","15,496"
"Palo Alto County, Iowa","9,099"
"Plymouth County, Iowa","24,874"
"Pocahontas County, Iowa","7,138"
"Polk County, Iowa","459,862"
"Pottawattamie County, Iowa","93,128"
"Poweshiek County, Iowa","18,668"
"Ringgold County, Iowa","5,051"
"Sac County, Iowa","10,035"
"Scott County, Iowa","171,387"
"Shelby County, Iowa","11,948"
"Sioux County, Iowa","34,681"
"Story County, Iowa","94,073"
"Tama County, Iowa","17,451"
"Taylor County, Iowa","6,143"
"Union County, Iowa","12,516"
"Van Buren County, Iowa","7,468"
"Wapello County, Iowa","35,212"
"Warren County, Iowa","47,956"
"Washington County, Iowa","22,070"
"Wayne County, Iowa","6,395"
"Webster County, Iowa","36,955"
"Winnebago County, Iowa","10,559"
"Winneshiek County, Iowa","20,768"
"Woodbury County, Iowa","102,271"
"Worth County, Iowa","7,624"
"Wright County, Iowa","12,840"
"Allen County, Kansas","12,909"
"Anderson County, Kansas","7,883"
"Atchison County, Kansas","16,513"
"Barber County, Kansas","4,897"
"Barton County, Kansas","27,385"
"Bourbon County, Kansas","14,772"
"Brown County, Kansas","9,815"
"Butler County, Kansas","66,227"
"Chase County, Kansas","2,692"
"Chautauqua County, Kansas","3,481"
"Cherokee County, Kansas","20,787"
"Cheyenne County, Kansas","2,693"
"Clark County, Kansas","2,144"
"Clay County, Kansas","8,317"
"Cloud County, Kansas","9,385"
"Coffey County, Kansas","8,433"
"Comanche County, Kansas","1,954"
"Cowley County, Kansas","35,963"
"Crawford County, Kansas","39,290"
"Decatur County, Kansas","2,908"
"Dickinson County, Kansas","19,394"
"Doniphan County, Kansas","7,874"
"Douglas County, Kansas","116,585"
"Edwards County, Kansas","3,030"
"Elk County, Kansas","2,694"
"Ellis County, Kansas","29,013"
"Ellsworth County, Kansas","6,392"
"Finney County, Kansas","37,184"
"Ford County, Kansas","34,795"
"Franklin County, Kansas","25,611"
"Geary County, Kansas","36,713"
"Gove County, Kansas","2,727"
"Graham County, Kansas","2,566"
"Grant County, Kansas","7,816"
"Gray County, Kansas","6,082"
"Greeley County, Kansas","1,301"
"Greenwood County, Kansas","6,328"
"Hamilton County, Kansas","2,603"
"Harper County, Kansas","5,818"
"Harvey County, Kansas","34,820"
"Haskell County, Kansas","4,106"
"Hodgeman County, Kansas","1,916"
"Jackson County, Kansas","13,539"
"Jefferson County, Kansas","18,855"
"Jewell County, Kansas","3,043"
"Johnson County, Kansas","574,272"
"Kearny County, Kansas","3,915"
"Kingman County, Kansas","7,698"
"Kiowa County, Kansas","2,513"
"Labette County, Kansas","20,960"
"Lane County, Kansas","1,687"
"Leavenworth County, Kansas","78,797"
"Lincoln County, Kansas","3,167"
"Linn County, Kansas","9,502"
"Logan County, Kansas","2,794"
"Lyon County, Kansas","33,212"
"McPherson County, Kansas","29,241"
"Marion County, Kansas","12,208"
"Marshall County, Kansas","10,006"
"Meade County, Kansas","4,357"
"Miami County, Kansas","32,822"
"Mitchell County, Kansas","6,284"
"Montgomery County, Kansas","34,065"
"Morris County, Kansas","5,698"
"Morton County, Kansas","3,110"
"Nemaha County, Kansas","10,148"
"Neosho County, Kansas","16,416"
"Ness County, Kansas","3,105"
"Norton County, Kansas","5,560"
"Osage County, Kansas","15,936"
"Osborne County, Kansas","3,756"
"Ottawa County, Kansas","6,065"
"Pawnee County, Kansas","6,916"
"Phillips County, Kansas","5,533"
"Pottawatomie County, Kansas","22,897"
"Pratt County, Kansas","9,850"
"Rawlins County, Kansas","2,584"
"Reno County, Kansas","63,794"
"Republic County, Kansas","4,803"
"Rice County, Kansas","10,015"
"Riley County, Kansas","75,194"
"Rooks County, Kansas","5,155"
"Rush County, Kansas","3,197"
"Russell County, Kansas","6,956"
"Saline County, Kansas","55,755"
"Scott County, Kansas","5,080"
"Sedgwick County, Kansas","508,803"
"Seward County, Kansas","23,465"
"Shawnee County, Kansas","178,406"
"Sheridan County, Kansas","2,539"
"Sherman County, Kansas","6,110"
"Smith County, Kansas","3,769"
"Stafford County, Kansas","4,297"
"Stanton County, Kansas","2,111"
"Stevens County, Kansas","5,801"
"Sumner County, Kansas","23,528"
"Thomas County, Kansas","7,891"
"Trego County, Kansas","2,902"
"Wabaunsee County, Kansas","7,022"
"Wallace County, Kansas","1,506"
"Washington County, Kansas","5,598"
"Wichita County, Kansas","2,176"
"Wilson County, Kansas","9,028"
"Woodson County, Kansas","3,157"
"Wyandotte County, Kansas","161,636"
"Adair County, Kentucky","19,204"
"Allen County, Kentucky","20,384"
"Anderson County, Kentucky","21,888"
"Ballard County, Kentucky","8,240"
"Barren County, Kentucky","43,148"
"Bath County, Kentucky","12,206"
"Bell County, Kentucky","27,778"
"Boone County, Kentucky","126,413"
"Bourbon County, Kentucky","19,972"
"Boyd County, Kentucky","48,832"
"Boyle County, Kentucky","29,706"
"Bracken County, Kentucky","8,406"
"Breathitt County, Kentucky","13,409"
"Breckinridge County, Kentucky","19,888"
"Bullitt County, Kentucky","77,955"
"Butler County, Kentucky","12,875"
"Caldwell County, Kentucky","12,725"
"Calloway County, Kentucky","38,282"
"Campbell County, Kentucky","91,833"
"Carlisle County, Kentucky","4,978"
"Carroll County, Kentucky","10,815"
"Carter County, Kentucky","27,223"
"Casey County, Kentucky","15,891"
"Christian County, Kentucky","74,250"
"Clark County, Kentucky","35,758"
"Clay County, Kentucky","21,147"
"Clinton County, Kentucky","10,165"
"Crittenden County, Kentucky","9,224"
"Cumberland County, Kentucky","6,745"
"Daviess County, Kentucky","98,275"
"Edmonson County, Kentucky","12,013"
"Elliott County, Kentucky","7,672"
"Estill County, Kentucky","14,447"
"Fayette County, Kentucky","310,797"
"Fleming County, Kentucky","14,545"
"Floyd County, Kentucky","38,108"
"Franklin County, Kentucky","49,880"
"Fulton County, Kentucky","6,265"
"Gallatin County, Kentucky","8,589"
"Garrard County, Kentucky","16,858"
"Grant County, Kentucky","24,875"
"Graves County, Kentucky","37,618"
"Grayson County, Kentucky","26,194"
"Green County, Kentucky","11,043"
"Greenup County, Kentucky","36,308"
"Hancock County, Kentucky","8,753"
"Hardin County, Kentucky","108,266"
"Harlan County, Kentucky","28,163"
"Harrison County, Kentucky","18,592"
"Hart County, Kentucky","18,597"
"Henderson County, Kentucky","46,467"
"Henry County, Kentucky","15,572"
"Hickman County, Kentucky","4,734"
"Hopkins County, Kentucky","46,376"
"Jackson County, Kentucky","13,289"
"Jefferson County, Kentucky","760,026"
"Jessamine County, Kentucky","50,815"
"Johnson County, Kentucky","23,262"
"Kenton County, Kentucky","163,929"
"Knott County, Kentucky","15,892"
"Knox County, Kentucky","31,798"
"Larue County, Kentucky","14,180"
"Laurel County, Kentucky","60,015"
"Lawrence County, Kentucky","15,804"
"Lee County, Kentucky","7,594"
"Leslie County, Kentucky","10,918"
"Letcher County, Kentucky","23,359"
"Lewis County, Kentucky","13,880"
"Lincoln County, Kentucky","24,445"
"Livingston County, Kentucky","9,359"
"Logan County, Kentucky","26,867"
"Lyon County, Kentucky","8,430"
"McCracken County, Kentucky","65,316"
"McCreary County, Kentucky","17,863"
"McLean County, Kentucky","9,478"
"Madison County, Kentucky","87,340"
"Magoffin County, Kentucky","12,913"
"Marion County, Kentucky","20,007"
"Marshall County, Kentucky","30,953"
"Martin County, Kentucky","12,537"
"Mason County, Kentucky","17,166"
"Meade County, Kentucky","29,139"
"Menifee County, Kentucky","6,287"
"Mercer County, Kentucky","21,319"
"Metcalfe County, Kentucky","9,990"
"Monroe County, Kentucky","10,704"
"Montgomery County, Kentucky","27,474"
"Morgan County, Kentucky","13,303"
"Muhlenberg County, Kentucky","31,207"
"Nelson County, Kentucky","44,812"
"Nicholas County, Kentucky","7,041"
"Ohio County, Kentucky","23,977"
"Oldham County, Kentucky","63,490"
"Owen County, Kentucky","10,645"
"Owsley County, Kentucky","4,508"
"Pendleton County, Kentucky","14,493"
"Perry County, Kentucky","27,597"
"Pike County, Kentucky","63,034"
"Powell County, Kentucky","12,434"
"Pulaski County, Kentucky","63,825"
"Robertson County, Kentucky","2,197"
"Rockcastle County, Kentucky","16,826"
"Rowan County, Kentucky","23,655"
"Russell County, Kentucky","17,774"
"Scott County, Kentucky","51,284"
"Shelby County, Kentucky","44,875"
"Simpson County, Kentucky","17,826"
"Spencer County, Kentucky","17,668"
"Taylor County, Kentucky","25,257"
"Todd County, Kentucky","12,520"
"Trigg County, Kentucky","14,142"
"Trimble County, Kentucky","8,786"
"Union County, Kentucky","15,165"
"Warren County, Kentucky","120,460"
"Washington County, Kentucky","11,959"
"Wayne County, Kentucky","20,486"
"Webster County, Kentucky","13,236"
"Whitley County, Kentucky","35,503"
"Wolfe County, Kentucky","7,214"
"Woodford County, Kentucky","25,563"
"Acadia Parish, Louisiana","62,486"
"Allen Parish, Louisiana","25,713"
"Ascension Parish, Louisiana","117,029"
"Assumption Parish, Louisiana","23,034"
"Avoyelles Parish, Louisiana","41,145"
"Beauregard Parish, Louisiana","36,198"
"Bienville Parish, Louisiana","13,885"
"Bossier Parish, Louisiana","125,064"
"Caddo Parish, Louisiana","252,603"
"Calcasieu Parish, Louisiana","197,204"
"Caldwell Parish, Louisiana","9,894"
"Cameron Parish, Louisiana","6,679"
"Catahoula Parish, Louisiana","10,151"
"Claiborne Parish, Louisiana","16,412"
"Concordia Parish, Louisiana","20,466"
"De Soto Parish, Louisiana","27,142"
"East Baton Rouge Parish, Louisiana","446,042"
"East Carroll Parish, Louisiana","7,487"
"East Feliciana Parish, Louisiana","19,813"
"Evangeline Parish, Louisiana","33,700"
"Franklin Parish, Louisiana","20,441"
"Grant Parish, Louisiana","22,384"
"Iberia Parish, Louisiana","73,913"
"Iberville Parish, Louisiana","33,327"
"Jackson Parish, Louisiana","15,994"
"Jefferson Parish, Louisiana","435,716"
"Jefferson Davis Parish, Louisiana","31,477"
"Lafayette Parish, Louisiana","235,644"
"Lafourche Parish, Louisiana","98,020"
"LaSalle Parish, Louisiana","14,839"
"Lincoln Parish, Louisiana","47,617"
"Livingston Parish, Louisiana","135,751"
"Madison Parish, Louisiana","11,843"
"Morehouse Parish, Louisiana","26,760"
"Natchitoches Parish, Louisiana","39,166"
"Orleans Parish, Louisiana","384,320"
"Ouachita Parish, Louisiana","156,325"
"Plaquemines Parish, Louisiana","23,447"
"Pointe Coupee Parish, Louisiana","22,406"
"Rapides Parish, Louisiana","132,488"
"Red River Parish, Louisiana","8,669"
"Richland Parish, Louisiana","20,740"
"Sabine Parish, Louisiana","24,199"
"St. Bernard Parish, Louisiana","44,409"
"St. Charles Parish, Louisiana","52,745"
"St. Helena Parish, Louisiana","10,619"
"St. James Parish, Louisiana","21,638"
"St. John the Baptist Parish, Louisiana","43,745"
"St. Landry Parish, Louisiana","83,709"
"St. Martin Parish, Louisiana","53,315"
"St. Mary Parish, Louisiana","53,162"
"St. Tammany Parish, Louisiana","245,829"
"Tangipahoa Parish, Louisiana","127,049"
"Tensas Parish, Louisiana","4,830"
"Terrebonne Parish, Louisiana","113,328"
"Union Parish, Louisiana","22,539"
"Vermilion Parish, Louisiana","59,616"
"Vernon Parish, Louisiana","52,132"
"Washington Parish, Louisiana","46,286"
"Webster Parish, Louisiana","40,333"
"West Baton Rouge Parish, Louisiana","25,085"
"West Carroll Parish, Louisiana","11,525"
"West Feliciana Parish, Louisiana","15,406"
"Winn Parish, Louisiana","14,743"
"Androscoggin County, Maine","107,440"
"Aroostook County, Maine","69,447"
"Cumberland County, Maine","287,797"
"Franklin County, Maine","30,296"
"Hancock County, Maine","54,696"
"Kennebec County, Maine","121,112"
"Knox County, Maine","39,676"
"Lincoln County, Maine","34,170"
"Oxford County, Maine","57,238"
"Penobscot County, Maine","153,414"
"Piscataquis County, Maine","17,026"
"Sagadahoc County, Maine","35,045"
"Somerset County, Maine","51,163"
"Waldo County, Maine","39,051"
"Washington County, Maine","31,808"
"York County, Maine","200,710"
"Allegany County, Maryland","72,952"
"Anne Arundel County, Maryland","560,133"
"Baltimore County, Maryland","826,925"
"Calvert County, Maryland","90,613"
"Caroline County, Maryland","32,538"
"Carroll County, Maryland","167,830"
"Cecil County, Maryland","102,383"
"Charles County, Maryland","154,747"
"Dorchester County, Maryland","32,578"
"Frederick County, Maryland","243,675"
"Garrett County, Maryland","29,679"
"Harford County, Maryland","250,105"
"Howard County, Maryland","309,284"
"Kent County, Maryland","19,820"
"Montgomery County, Maryland","1,030,447"
"Prince George's County, Maryland","904,430"
"Queen Anne's County, Maryland","48,804"
"St. Mary's County, Maryland","110,382"
"Somerset County, Maryland","25,859"
"Talbot County, Maryland","37,643"
"Washington County, Maryland","149,573"
"Wicomico County, Maryland","101,539"
"Worcester County, Maryland","51,675"
"Baltimore city, Maryland","622,793"
"Barnstable County, Massachusetts","214,914"
"Berkshire County, Massachusetts","128,715"
"Bristol County, Massachusetts","554,194"
"Dukes County, Massachusetts","17,356"
"Essex County, Massachusetts","769,091"
"Franklin County, Massachusetts","70,862"
"Hampden County, Massachusetts","468,161"
"Hampshire County, Massachusetts","160,939"
"Middlesex County, Massachusetts","1,570,315"
"Nantucket County, Massachusetts","10,856"
"Norfolk County, Massachusetts","692,254"
"Plymouth County, Massachusetts","507,022"
"Suffolk County, Massachusetts","767,254"
"Worcester County, Massachusetts","813,475"
"Alcona County, Michigan","10,454"
"Alger County, Michigan","9,459"
"Allegan County, Michigan","113,847"
"Alpena County, Michigan","28,988"
"Antrim County, Michigan","23,267"
"Arenac County, Michigan","15,353"
"Baraga County, Michigan","8,654"
"Barry County, Michigan","59,281"
"Bay County, Michigan","106,179"
"Benzie County, Michigan","17,519"
"Berrien County, Michigan","155,233"
"Branch County, Michigan","43,545"
"Calhoun County, Michigan","134,878"
"Cass County, Michigan","51,608"
"Charlevoix County, Michigan","26,121"
"Cheboygan County, Michigan","25,675"
"Chippewa County, Michigan","38,321"
"Clare County, Michigan","30,652"
"Clinton County, Michigan","77,297"
"Crawford County, Michigan","13,745"
"Delta County, Michigan","36,559"
"Dickinson County, Michigan","25,957"
"Eaton County, Michigan","108,579"
"Emmet County, Michigan","33,204"
"Genesee County, Michigan","412,895"
"Gladwin County, Michigan","25,411"
"Gogebic County, Michigan","15,737"
"Grand Traverse County, Michigan","90,782"
"Gratiot County, Michigan","41,665"
"Hillsdale County, Michigan","45,830"
"Houghton County, Michigan","36,495"
"Huron County, Michigan","32,065"
"Ingham County, Michigan","284,582"
"Ionia County, Michigan","64,294"
"Iosco County, Michigan","25,420"
"Iron County, Michigan","11,387"
"Isabella County, Michigan","70,616"
"Jackson County, Michigan","159,741"
"Kalamazoo County, Michigan","258,818"
"Kalkaska County, Michigan","17,394"
"Kent County, Michigan","629,237"
"Keweenaw County, Michigan","2,217"
"Lake County, Michigan","11,341"
"Lapeer County, Michigan","88,153"
"Leelanau County, Michigan","21,915"
"Lenawee County, Michigan","99,047"
"Livingston County, Michigan","185,596"
"Luce County, Michigan","6,426"
"Mackinac County, Michigan","11,042"
"Macomb County, Michigan","860,112"
"Manistee County, Michigan","24,420"
"Marquette County, Michigan","67,676"
"Mason County, Michigan","28,824"
"Mecosta County, Michigan","43,186"
"Menominee County, Michigan","23,714"
"Midland County, Michigan","83,427"
"Missaukee County, Michigan","15,037"
"Monroe County, Michigan","149,824"
"Montcalm County, Michigan","62,893"
"Montmorency County, Michigan","9,300"
"Muskegon County, Michigan","172,344"
"Newaygo County, Michigan","47,900"
"Oakland County, Michigan","1,237,868"
"Oceana County, Michigan","26,221"
"Ogemaw County, Michigan","21,039"
"Ontonagon County, Michigan","6,172"
"Osceola County, Michigan","23,169"
"Oscoda County, Michigan","8,371"
"Otsego County, Michigan","24,158"
"Ottawa County, Michigan","276,292"
"Presque Isle County, Michigan","13,004"
"Roscommon County, Michigan","23,955"
"Saginaw County, Michigan","195,012"
"St. Clair County, Michigan","160,078"
"St. Joseph County, Michigan","60,946"
"Sanilac County, Michigan","41,587"
"Schoolcraft County, Michigan","8,171"
"Shiawassee County, Michigan","68,933"
"Tuscola County, Michigan","54,000"
"Van Buren County, Michigan","75,199"
"Washtenaw County, Michigan","356,874"
"Wayne County, Michigan","1,764,804"
"Wexford County, Michigan","32,886"
"Aitkin County, Minnesota","15,771"
"Anoka County, Minnesota","341,864"
"Becker County, Minnesota","33,259"
"Beltrami County, Minnesota","45,664"
"Benton County, Minnesota","39,506"
"Big Stone County, Minnesota","5,127"
"Blue Earth County, Minnesota","65,385"
"Brown County, Minnesota","25,292"
"Carlton County, Minnesota","35,571"
"Carver County, Minnesota","97,338"
"Cass County, Minnesota","28,559"
"Chippewa County, Minnesota","12,110"
"Chisago County, Minnesota","54,025"
"Clay County, Minnesota","61,286"
"Clearwater County, Minnesota","8,791"
"Cook County, Minnesota","5,233"
"Cottonwood County, Minnesota","11,633"
"Crow Wing County, Minnesota","63,265"
"Dakota County, Minnesota","412,529"
"Dodge County, Minnesota","20,353"
"Douglas County, Minnesota","36,790"
"Faribault County, Minnesota","14,192"
"Fillmore County, Minnesota","20,776"
"Freeborn County, Minnesota","30,840"
"Goodhue County, Minnesota","46,423"
"Grant County, Minnesota","5,956"
"Hennepin County, Minnesota","1,212,064"
"Houston County, Minnesota","18,738"
"Hubbard County, Minnesota","20,573"
"Isanti County, Minnesota","38,413"
"Itasca County, Minnesota","45,589"
"Jackson County, Minnesota","10,269"
"Kanabec County, Minnesota","15,930"
"Kandiyohi County, Minnesota","42,285"
"Kittson County, Minnesota","4,435"
"Koochiching County, Minnesota","12,856"
"Lac qui Parle County, Minnesota","6,891"
"Lake County, Minnesota","10,680"
"Lake of the Woods County, Minnesota","3,918"
"Le Sueur County, Minnesota","27,770"
"Lincoln County, Minnesota","5,788"
"Lyon County, Minnesota","25,665"
"McLeod County, Minnesota","35,882"
"Mahnomen County, Minnesota","5,505"
"Marshall County, Minnesota","9,417"
"Martin County, Minnesota","20,220"
"Meeker County, Minnesota","23,107"
"Mille Lacs County, Minnesota","25,884"
"Morrison County, Minnesota","32,810"
"Mower County, Minnesota","39,323"
"Murray County, Minnesota","8,470"
"Nicollet County, Minnesota","33,093"
"Nobles County, Minnesota","21,590"
"Norman County, Minnesota","6,639"
"Olmsted County, Minnesota","150,287"
"Otter Tail County, Minnesota","57,635"
"Pennington County, Minnesota","14,058"
"Pine County, Minnesota","29,095"
"Pipestone County, Minnesota","9,281"
"Polk County, Minnesota","31,704"
"Pope County, Minnesota","10,984"
"Ramsey County, Minnesota","532,655"
"Red Lake County, Minnesota","4,043"
"Redwood County, Minnesota","15,515"
"Renville County, Minnesota","15,025"
"Rice County, Minnesota","65,151"
"Rock County, Minnesota","9,553"
"Roseau County, Minnesota","15,679"
"St. Louis County, Minnesota","200,949"
"Scott County, Minnesota","139,672"
"Sherburne County, Minnesota","91,126"
"Sibley County, Minnesota","14,918"
"Stearns County, Minnesota","152,912"
"Steele County, Minnesota","36,573"
"Stevens County, Minnesota","9,800"
"Swift County, Minnesota","9,436"
"Todd County, Minnesota","24,264"
"Traverse County, Minnesota","3,387"
"Wabasha County, Minnesota","21,362"
"Wadena County, Minnesota","13,757"
"Waseca County, Minnesota","19,025"
"Washington County, Minnesota","249,283"
"Watonwan County, Minnesota","11,083"
"Wilkin County, Minnesota","6,495"
"Winona County, Minnesota","51,097"
"Wright County, Minnesota","129,918"
"Yellow Medicine County, Minnesota","10,109"
"Adams County, Mississippi","31,737"
"Alcorn County, Mississippi","37,380"
"Amite County, Mississippi","12,629"
"Attala County, Mississippi","19,163"
"Benton County, Mississippi","8,296"
"Bolivar County, Mississippi","33,768"
"Calhoun County, Mississippi","14,745"
"Carroll County, Mississippi","10,254"
"Chickasaw County, Mississippi","17,313"
"Choctaw County, Mississippi","8,294"
"Claiborne County, Mississippi","9,080"
"Clarke County, Mississippi","16,299"
"Clay County, Mississippi","20,225"
"Coahoma County, Mississippi","24,807"
"Copiah County, Mississippi","28,797"
"Covington County, Mississippi","19,442"
"DeSoto County, Mississippi","170,913"
"Forrest County, Mississippi","76,330"
"Franklin County, Mississippi","7,833"
"George County, Mississippi","23,303"
"Greene County, Mississippi","14,326"
"Grenada County, Mississippi","21,666"
"Hancock County, Mississippi","45,949"
"Harrison County, Mississippi","199,058"
"Hinds County, Mississippi","243,729"
"Holmes County, Mississippi","18,459"
"Humphreys County, Mississippi","8,741"
"Issaquena County, Mississippi","1,397"
"Itawamba County, Mississippi","23,527"
"Jackson County, Mississippi","141,137"
"Jasper County, Mississippi","16,601"
"Jefferson County, Mississippi","7,599"
"Jefferson Davis County, Mississippi","11,822"
"Jones County, Mississippi","68,290"
"Kemper County, Mississippi","10,163"
"Lafayette County, Mississippi","52,930"
"Lamar County, Mississippi","60,099"
"Lauderdale County, Mississippi","79,739"
"Lawrence County, Mississippi","12,502"
"Leake County, Mississippi","23,193"
"Lee County, Mississippi","85,246"
"Leflore County, Mississippi","31,422"
"Lincoln County, Mississippi","34,775"
"Lowndes County, Mississippi","59,730"
"Madison County, Mississippi","101,688"
"Marion County, Mississippi","25,868"
"Marshall County, Mississippi","36,234"
"Monroe County, Mississippi","36,003"
"Montgomery County, Mississippi","10,400"
"Neshoba County, Mississippi","29,465"
"Newton County, Mississippi","21,832"
"Noxubee County, Mississippi","11,115"
"Oktibbeha County, Mississippi","49,414"
"Panola County, Mississippi","34,444"
"Pearl River County, Mississippi","55,224"
"Perry County, Mississippi","12,227"
"Pike County, Mississippi","40,058"
"Pontotoc County, Mississippi","30,950"
"Prentiss County, Mississippi","25,428"
"Quitman County, Mississippi","7,678"
"Rankin County, Mississippi","148,070"
"Scott County, Mississippi","28,461"
"Sharkey County, Mississippi","4,647"
"Simpson County, Mississippi","27,463"
"Smith County, Mississippi","16,188"
"Stone County, Mississippi","17,875"
"Sunflower County, Mississippi","27,496"
"Tallahatchie County, Mississippi","14,761"
"Tate County, Mississippi","28,204"
"Tippah County, Mississippi","22,039"
"Tishomingo County, Mississippi","19,420"
"Tunica County, Mississippi","10,598"
"Union County, Mississippi","28,097"
"Walthall County, Mississippi","14,859"
"Warren County, Mississippi","47,983"
"Washington County, Mississippi","48,958"
"Wayne County, Mississippi","20,490"
"Webster County, Mississippi","9,972"
"Wilkinson County, Mississippi","9,191"
"Winston County, Mississippi","18,478"
"Yalobusha County, Mississippi","12,276"
"Yazoo County, Mississippi","27,817"
"Adair County, Missouri","25,602"
"Andrew County, Missouri","17,379"
"Atchison County, Missouri","5,382"
"Audrain County, Missouri","25,887"
"Barry County, Missouri","35,662"
"Barton County, Missouri","12,057"
"Bates County, Missouri","16,584"
"Benton County, Missouri","18,806"
"Bollinger County, Missouri","12,394"
"Boone County, Missouri","172,717"
"Buchanan County, Missouri","89,486"
"Butler County, Missouri","42,972"
"Caldwell County, Missouri","9,034"
"Callaway County, Missouri","44,750"
"Camden County, Missouri","44,021"
"Cape Girardeau County, Missouri","78,043"
"Carroll County, Missouri","9,043"
"Carter County, Missouri","6,258"
"Cass County, Missouri","100,889"
"Cedar County, Missouri","13,952"
"Chariton County, Missouri","7,694"
"Christian County, Missouri","82,101"
"Clark County, Missouri","6,917"
"Clay County, Missouri","233,682"
"Clinton County, Missouri","20,299"
"Cole County, Missouri","76,557"
"Cooper County, Missouri","17,585"
"Crawford County, Missouri","24,650"
"Dade County, Missouri","7,628"
"Dallas County, Missouri","16,389"
"Daviess County, Missouri","8,297"
"DeKalb County, Missouri","12,692"
"Dent County, Missouri","15,655"
"Douglas County, Missouri","13,546"
"Dunklin County, Missouri","31,344"
"Franklin County, Missouri","102,084"
"Gasconade County, Missouri","14,866"
"Gentry County, Missouri","6,826"
"Greene County, Missouri","285,865"
"Grundy County, Missouri","10,197"
"Harrison County, Missouri","8,639"
"Henry County, Missouri","22,028"
"Hickory County, Missouri","9,219"
"Holt County, Missouri","4,516"
"Howard County, Missouri","10,159"
"Howell County, Missouri","40,173"
"Iron County, Missouri","10,267"
"Jackson County, Missouri","683,191"
"Jasper County, Missouri","117,543"
"Jefferson County, Missouri","222,716"
"Johnson County, Missouri","54,362"
"Knox County, Missouri","4,000"
"Laclede County, Missouri","35,439"
"Lafayette County, Missouri","32,688"
"Lawrence County, Missouri","38,023"
"Lewis County, Missouri","10,138"
"Lincoln County, Missouri","54,249"
"Linn County, Missouri","12,311"
"Livingston County, Missouri","15,053"
"McDonald County, Missouri","22,800"
"Macon County, Missouri","15,479"
"Madison County, Missouri","12,368"
"Maries County, Missouri","9,013"
"Marion County, Missouri","28,920"
"Mercer County, Missouri","3,719"
"Miller County, Missouri","25,141"
"Mississippi County, Missouri","14,232"
"Moniteau County, Missouri","15,856"
"Monroe County, Missouri","8,707"
"Montgomery County, Missouri","11,841"
"Morgan County, Missouri","20,240"
"New Madrid County, Missouri","18,272"
"Newton County, Missouri","58,598"
"Nodaway County, Missouri","23,081"
"Oregon County, Missouri","10,911"
"Osage County, Missouri","13,703"
"Ozark County, Missouri","9,492"
"Pemiscot County, Missouri","17,650"
"Perry County, Missouri","19,202"
"Pettis County, Missouri","42,225"
"Phelps County, Missouri","44,847"
"Pike County, Missouri","18,541"
"Platte County, Missouri","94,788"
"Polk County, Missouri","31,054"
"Pulaski County, Missouri","53,436"
"Putnam County, Missouri","4,829"
"Ralls County, Missouri","10,255"
"Randolph County, Missouri","25,072"
"Ray County, Missouri","22,949"
"Reynolds County, Missouri","6,565"
"Ripley County, Missouri","13,969"
"St. Charles County, Missouri","379,493"
"St. Clair County, Missouri","9,457"
"Ste. Genevieve County, Missouri","17,914"
"St. Francois County, Missouri","65,960"
"St. Louis County, Missouri","1,001,876"
"Saline County, Missouri","23,347"
"Schuyler County, Missouri","4,370"
"Scotland County, Missouri","4,863"
"Scott County, Missouri","38,903"
"Shannon County, Missouri","8,329"
"Shelby County, Missouri","6,108"
"Stoddard County, Missouri","29,867"
"Stone County, Missouri","31,104"
"Sullivan County, Missouri","6,411"
"Taney County, Missouri","54,230"
"Texas County, Missouri","25,642"
"Vernon County, Missouri","21,001"
"Warren County, Missouri","33,253"
"Washington County, Missouri","25,077"
"Wayne County, Missouri","13,452"
"Webster County, Missouri","36,888"
"Worth County, Missouri","2,073"
"Wright County, Missouri","18,291"
"St. Louis city, Missouri","317,419"
"Beaverhead County, Montana","9,345"
"Big Horn County, Montana","13,282"
"Blaine County, Montana","6,619"
"Broadwater County, Montana","5,667"
"Carbon County, Montana","10,399"
"Carter County, Montana","1,169"
"Cascade County, Montana","82,344"
"Chouteau County, Montana","5,894"
"Custer County, Montana","12,092"
